id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
10677983,Loft in Toronto · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,7165743,Jesse,,Trinity-Bellwoods,43.65389,-79.42291,Private room,67,28,10,2021-10-27,0.17,1,179,0,
10681460,Rental unit in Toronto · 1 bedroom · 1 bed · 1 bath,4103709,Dawson,,Waterfront Communities-The Island,43.64601,-79.3892,Entire home/apt,,28,0,,,1,0,0,
10687032,Condo in Toronto · ★4.75 · 2 bedrooms · 2 beds · 1 bath,55212390,Laurie,,Lansing-Westgate,43.76604,-79.41319,Entire home/apt,,28,8,2018-01-06,0.10,2,0,0,
10687190,Condo in Toronto · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,55212390,Laurie,,Lansing-Westgate,43.76625,-79.41448,Private room,,60,58,2020-05-03,0.61,2,0,0,
10689777,Rental unit in Toronto · Studio · 1 bed · 2 baths,32304883,Dina,,Bay Street Corridor,43.64759,-79.3773,Entire home/apt,,28,0,,,2,0,0,
10707985,Rental unit in Toronto · 1 bedroom · 1 bed · 1 bath,55332257,Jason,,South Riverdale,43.65729,-79.34957,Entire home/apt,,28,0,,,1,0,0,
10709971,Condo in Toronto · 1 bedroom · 1 bed · 1 bath,32611456,Anushan,,Black Creek,43.75812,-79.51491,Entire home/apt,126,28,0,,,1,0,0,
10719537,Home in Toronto · ★4.76 · 1 bedroom · 2 beds · 1 shared bath,30753730,Jeishan,,York University Heights,43.76771,-79.50161,Private room,42,28,33,2023-06-30,0.34,16,1,1,
10720871,Rental unit in Toronto · ★4.50 · Studio · 2 beds · 1 bath,5519919,Varun,,Church-Yonge Corridor,43.659,-79.37961,Entire home/apt,,28,28,2017-10-16,0.31,1,0,0,
10749631,Rental unit in Toronto · ★4.76 · 1 bedroom · 1 bed · 1 shared bath,17412262,Candace + Mr. Fitz,,Roncesvalles,43.65099,-79.44962,Private room,42,28,131,2023-12-01,1.37,2,141,6,
10751000,Rental unit in Toronto · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,17412262,Candace + Mr. Fitz,,Roncesvalles,43.65185,-79.44958,Private room,46,28,91,2023-08-30,0.96,2,125,5,
10774053,Rental unit in Toronto · ★4.75 · 1 bedroom · 1 bed · 1 bath,55732406,Pouya,,Willowdale West,43.77443,-79.41433,Entire home/apt,,28,4,2019-03-16,0.04,1,0,0,
10784626,Condo in Toronto · ★4.60 · 1 bedroom · 1 bed · 1 bath,34516904,Sanjay,,Niagara,43.63767,-79.40547,Entire home/apt,,28,10,2016-06-28,0.10,1,0,0,
10787516,Condo in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 bath,8289560,Nash,,Waterfront Communities-The Island,43.64565,-79.40336,Entire home/apt,,28,4,2018-12-29,0.06,2,0,0,
10788954,Loft in Toronto · ★4.93 · 1 bedroom · 1 bed · 1 bath,38711670,Pinoo,,Regent Park,43.6573551638187,-79.36035577244556,Entire home/apt,254,2,131,2023-10-14,1.41,1,313,29,STR-2009-HTPDPL
10791293,Townhouse in Toronto · ★4.99 · 1 bedroom · 1 bed · 1 private bath,55843503,Noris Angela,,North St.James Town,43.66914,-79.37625,Private room,216,2,76,2023-10-27,0.81,1,15,19,STR-2012-GSRRVG
10805318,Home in Toronto · ★4.88 · 2 bedrooms · 2 beds · 2 baths,55933118,Christine,,High Park-Swansea,43.64825,-79.47475,Entire home/apt,,29,26,2021-02-28,0.28,1,0,0,
10822840,Home in Toronto · ★4.75 · 3 bedrooms · 6 beds · 1 bath,3740441,Allyson,,Dufferin Grove,43.65543,-79.43086,Entire home/apt,200,28,4,2019-08-24,0.06,2,178,0,
10823532,Home in Toronto · ★4.25 · 1 bedroom · 1 bed · 1 shared bath,34268583,Jonathan,,The Beaches,43.6724,-79.28772,Private room,,28,12,2016-08-01,0.13,2,0,0,
10851687,Home in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,35084172,Hellen,,Old East York,43.69843,-79.3299,Private room,50,60,7,2023-12-22,0.07,6,0,1,
10853135,Home in Toronto · ★4.60 · 1 bedroom · 1 bed · 1 shared bath,35084172,Hellen,,Old East York,43.6986,-79.33078,Private room,48,60,5,2020-12-31,0.06,6,251,0,
10863804,Rental unit in Toronto · 1 bedroom · 1 bed · 1 bath,56278408,Michael,,Dufferin Grove,43.65907,-79.42879,Entire home/apt,,28,0,,,1,0,0,
10875136,Rental unit in Toronto · ★4.67 · 1 bedroom · 1 bed · 1 bath,3935644,Kendra,,Dufferin Grove,43.65887,-79.4319,Entire home/apt,,28,3,2022-01-24,0.04,1,0,0,
10879676,Rental unit in Toronto · 1 bedroom · 1 bed · 1 bath,56367012,Ryan,,South Parkdale,43.6405,-79.42481,Private room,,28,0,,,1,0,0,
10879723,Rental unit in Toronto · 2 bedrooms · 3 beds · 1 bath,56367100,Vanessa,,Lawrence Park South,43.72114,-79.40707,Entire home/apt,,28,0,,,1,0,0,
10922780,Rental unit in Etobicoke · ★4.85 · 2 bedrooms · 2 beds · 1 bath,56617821,Marie,,Alderwood,43.60016,-79.5473,Entire home/apt,140,28,13,2023-08-01,0.34,1,365,2,
10926633,Condo in Toronto · ★4.67 · 1 bedroom · 1 bed · 1 bath,56641718,Sean,,Kensington-Chinatown,43.65132,-79.39009,Entire home/apt,150,120,12,2023-08-15,0.14,1,71,2,
10937517,Rental unit in Toronto · 1 bedroom · 1 bed · 1 bath,16390005,Melissa,,Waterfront Communities-The Island,43.64829,-79.39158,Private room,,28,0,,,1,0,0,
10937741,Home in Toronto · ★4.82 · 2 bedrooms · 2 beds · 1 bath,56709498,Peter,,South Riverdale,43.65982,-79.33537,Entire home/apt,301,2,49,2023-08-10,0.54,2,179,3,STR-2111-FGLDVB
10942826,Condo in Toronto · ★5.0 · 1 bedroom · 2 beds · 1 bath,16479090,Alexandra,,Waterfront Communities-The Island,43.64124,-79.39634,Entire home/apt,166,28,6,2018-11-11,0.09,2,77,0,
10945810,Townhouse in Toronto · 2 bedrooms · 2 beds · 1.5 baths,53585883,Pia,,Casa Loma,43.67572,-79.41442,Entire home/apt,260,28,2,2020-01-07,0.04,2,173,0,
10958212,Home in Toronto · 2 bedrooms · 2 beds · 1 bath,23657761,Michael,,Junction Area,43.66594,-79.46916,Entire home/apt,,28,2,2017-09-10,0.02,1,0,0,
10962364,Home in Toronto · 3 bedrooms · 2 beds · 2 baths,56861040,Michele,,Weston,43.70689,-79.53022,Entire home/apt,,28,0,,,1,0,0,
10967242,Rental unit in Toronto · 1 bedroom · 1 bed · 1.5 baths,1575627,Huda,,Palmerston-Little Italy,43.65913,-79.41397,Entire home/apt,,28,0,,,1,0,0,
10982574,Rental unit in Toronto · 1 bedroom · 1 bed · 1 bath,56980889,Warren,,Cabbagetown-South St.James Town,43.66511,-79.37775,Entire home/apt,,28,1,2016-02-15,0.01,1,0,0,
10986962,Condo in Toronto · 1 bedroom · 1 bed · 1 bath,18840339,Ingrid,,Little Portugal,43.64141,-79.42481,Private room,,28,0,,,1,0,0,
10990707,Rental unit in Toronto · 2 bedrooms · 2 beds · 1 bath,5216926,Nick,,Palmerston-Little Italy,43.65876,-79.41474,Entire home/apt,,28,0,,,1,0,0,
11004627,Rental unit in Toronto · ★4.94 · 2 bedrooms · 1 bed · 1 shared bath,21937603,Mackenzie,,Palmerston-Little Italy,43.65677,-79.40931,Private room,65,28,34,2019-07-07,0.42,1,0,0,
11007558,Rental unit in Toronto · ★4.91 · 2 bedrooms · 2 beds · 1 bath,27998605,"Robert & Catherine, Husband & Wife",,University,43.66103,-79.40686,Entire home/apt,140,28,104,2022-11-01,1.09,3,37,0,
11007748,Rental unit in Toronto · 1 bedroom · 1 bed · 1 bath,57120874,Deepak,,Moss Park,43.65295,-79.37155,Entire home/apt,,28,0,,,1,0,0,
11009319,Rental unit in Toronto · 1 bedroom · 1 bed · 1 bath,57129847,Hannah,,Wychwood,43.68015,-79.43362,Private room,,28,1,2016-02-27,0.01,1,0,0,
11022785,Rental unit in Toronto · 1 bedroom · 2 beds · 1 bath,56925278,Kobe,,Regent Park,43.66147,-79.36188,Entire home/apt,,28,1,2016-02-15,0.01,1,0,0,
11022842,Home in Toronto · 1 bedroom · 1 bed · 1 bath,57200320,Geiza,,Oakwood Village,43.68729,-79.44681,Private room,67,30,0,,,1,364,0,
11031880,Rental unit in Toronto · 2 bedrooms · 3 beds · 2 baths,49746774,Andre,,Willowdale East,43.76606,-79.40899,Entire home/apt,140,28,1,2016-03-17,0.01,1,0,0,
11037846,Home in Toronto · 1 bedroom · 1 bed · 1 shared bath,27426558,Raj,,Willowdale West,43.77693,-79.42073,Private room,40,28,0,,,1,0,0,
11058715,Rental unit in Toronto · 1 bedroom · 1 bed · 1 bath,7216523,Keegan,,Church-Yonge Corridor,43.66544,-79.38176,Entire home/apt,,28,1,2016-07-08,0.01,1,0,0,
11060544,Rental unit in Toronto · 1 bedroom · 1 bed · 1 bath,43214769,David,,Waterfront Communities-The Island,43.64015,-79.39011,Entire home/apt,,28,1,2016-02-15,0.01,1,0,0,
11066549,Rental unit in Toronto · 1 bedroom · 1 bed · 1 bath,57441002,Mahmoud,,Church-Yonge Corridor,43.65544,-79.38018,Private room,,28,0,,,1,0,0,
11067277,Rental unit in Toronto · 1 bedroom · 1 bed · 1 bath,57446182,Saul,,Mimico (includes Humber Bay Shores),43.62496,-79.48589,Private room,,28,2,2016-04-11,0.02,1,0,0,
11070773,Condo in Toronto · ★4.38 · 2 bedrooms · 2 beds · 2 baths,39032805,Saniya,,Waterfront Communities-The Island,43.6397819519043,-79.39794921875,Entire home/apt,175,1,13,2023-12-29,0.14,1,198,2,STR-2307-HPWVHX
11077650,Condo in Toronto · 1 bedroom · 1 bed · 1 bath,18227903,Mike,,Waterfront Communities-The Island,43.64427,-79.40106,Entire home/apt,,28,0,,,1,0,0,
11084751,Rental unit in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 bath,19691495,Jin,,Willowdale East,43.75897,-79.41017,Private room,,28,3,2016-02-13,0.03,1,0,0,
11095101,Townhouse in Toronto · ★4.82 · 3 bedrooms · 3 beds · 3.5 baths,57615923,Lori,,Cabbagetown-South St.James Town,43.66358,-79.37145,Entire home/apt,475,5,11,2024-01-05,1.85,1,211,11,STR-2210-HJDKVJ
11096725,Loft in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 bath,38484250,Jalil,,South Parkdale,43.64185,-79.43047,Entire home/apt,,28,10,2019-08-06,0.10,1,0,0,
11103657,Home in Toronto · ★4.86 · 2 bedrooms · 4 beds · 2.5 baths,7298941,Robyn,,Little Portugal,43.64711,-79.42677,Entire home/apt,,30,7,2022-04-17,0.12,1,0,0,STR-2010-GMJKPG
11103782,Home in Toronto · 1 bedroom · 1 bed · 1 bath,5845313,Catherine,,Dovercourt-Wallace Emerson-Junction,43.662,-79.43269,Private room,90,210,0,,,4,250,0,
11103932,Rental unit in Toronto · ★5.0 · 3 bedrooms · 4 beds · 1 bath,57674011,Rose,,L'Amoreaux,43.78595,-79.31145,Entire home/apt,169,28,5,2022-10-22,0.06,1,363,0,STR-2012-HQDRVK
11105275,Home in Toronto · 4 bedrooms · 3 beds · 2 baths,709418,Natasha,,South Parkdale,43.6349,-79.42983,Entire home/apt,,28,0,,,1,0,0,
11113022,Condo in Toronto · 1 bedroom · 2 beds · 1 bath,57731911,Dj,,Waterfront Communities-The Island,43.63663,-79.3989,Entire home/apt,,28,0,,,1,0,0,
11121115,Home in Toronto · ★5.0 · 2 bedrooms · 2 beds · 1 bath,954151,Jessica,,South Riverdale,43.66456,-79.35523,Entire home/apt,245,28,8,2020-12-21,0.09,1,267,0,
11123445,Rental unit in Toronto · ★4.91 · 2 bedrooms · 2 beds · 1 bath,57791518,Ann,,The Beaches,43.67619,-79.29884,Entire home/apt,100,3,243,2023-12-17,2.53,1,82,41,STR-2209-GVSRVH
11135880,Rental unit in Toronto · ★4.72 · 1 bedroom · 2 beds · 1 bath,1402232,Abigail,,Dufferin Grove,43.65294,-79.43088,Entire home/apt,68,28,227,2023-10-29,2.36,4,342,3,
11142185,Rental unit in Toronto · 1 bedroom · 1 bed · 1 shared bath,57906872,Leah,,Annex,43.67115,-79.41564,Shared room,,28,0,,,1,0,0,
11147303,Condo in Toronto · ★4.80 · 1 bedroom · 1 bed · 1 bath,4815096,Nelson,,Waterfront Communities-The Island,43.64458,-79.40261,Entire home/apt,514,28,15,2021-12-05,0.19,1,89,0,STR-2108-FHYBHB
11161939,Home in Toronto · 2 bedrooms · 1 bed · 1 bath,52231951,Brian,,Greenwood-Coxwell,43.66594,-79.31878,Entire home/apt,57,180,0,,,1,180,0,
11162502,Rental unit in Toronto · 1 bedroom · 1 bed · 1 bath,36732753,Daniel,,Waterfront Communities-The Island,43.64292,-79.38225,Entire home/apt,,28,0,,,1,0,0,
11162823,Rental unit in Toronto · 2 bedrooms · 2 beds · 2.5 baths,7720576,Sarah,,Trinity-Bellwoods,43.64927,-79.4172,Entire home/apt,,28,0,,,1,0,0,
11163109,Rental unit in Toronto · ★4.46 · 1 bedroom · 1 bed · 1 bath,13066292,Jose,,Little Portugal,43.65012,-79.43338,Entire home/apt,,28,188,2023-07-21,1.95,11,0,3,
11166917,Rental unit in Toronto · 2 bedrooms · 2 beds · 2 baths,58094226,Frederic,,Bay Street Corridor,43.66139,-79.38675,Entire home/apt,,28,0,,,1,0,0,
11168201,Townhouse in Toronto · ★4.60 · 1 bedroom · 1 bed · 1 shared bath,43198035,Ekaterina,,The Beaches,43.66744,-79.30425,Private room,100,3,20,2023-07-31,0.22,3,84,8,STR-2208-FLQBHB
11179077,Home in Toronto · ★New · 1 bedroom · 1 bed · 1 shared bath,58175952,Saransh,,West Humber-Clairville,43.72463762899882,-79.5813687890768,Private room,45,28,0,,,1,214,0,
11182063,Home in Toronto · ★4.99 · 2 bedrooms · 2 beds · 1 shared bath,48060985,Yi,,Agincourt South-Malvern West,43.79279,-79.28286,Private room,174,2,70,2023-01-31,0.74,2,186,1,STR-2204-GJPVHF
11184179,Home in Toronto · ★4.85 · 2 bedrooms · 1 bed · 1.5 shared baths,1608817,Olga,,Westminster-Branson,43.78784,-79.46086,Private room,30,28,13,2019-12-31,0.14,2,304,0,
11190299,Home in Toronto · 2 bedrooms · 2 beds · 2 baths,30380293,Greg,,Greenwood-Coxwell,43.66788,-79.31727,Entire home/apt,,28,0,,,1,0,0,
11197840,Rental unit in Toronto · 1 bedroom · 1 bed · 1 shared bath,24865610,Enrike,,Corso Italia-Davenport,43.67906,-79.44068,Private room,,28,0,,,1,0,0,
11202679,Rental unit in Toronto · ★4.87 · 1 bedroom · 2 beds · 1 bath,58333666,Gil,,Junction Area,43.66202,-79.4789,Entire home/apt,92,28,160,2021-01-11,1.71,1,0,0,
11209639,Home in Toronto · ★4.43 · 4 bedrooms · 3 beds · 2 baths,33848656,Elize,,Niagara,43.64366,-79.40683,Entire home/apt,,28,7,2018-08-18,0.08,2,0,0,
11220512,Rental unit in Toronto · ★4.90 · 1 bedroom · 3 beds · 1.5 shared baths,50836566,Maryam,,Parkwoods-Donalda,43.7646,-79.34531,Shared room,35,28,10,2019-08-30,0.11,3,0,0,
11221319,Condo in Toronto · ★4.82 · 1 bedroom · 1 bed · 1 bath,19961693,Klodia,,Waterfront Communities-The Island,43.64182,-79.39889,Entire home/apt,116,28,351,2023-11-03,3.80,2,181,3,
11222187,Loft in Toronto · 1 bedroom · 1 bed · 2 baths,7026784,Stephen,,Palmerston-Little Italy,43.66295,-79.41539,Private room,,28,0,,,1,0,0,
11225180,Rental unit in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 bath,34592431,Terrence,,Danforth East York,43.68522,-79.34166,Entire home/apt,,28,5,2020-03-31,0.05,1,0,0,
11226618,Condo in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 bath,22932234,Farid,,Niagara,43.63527,-79.40342,Entire home/apt,135,30,22,2023-12-23,0.24,4,50,3,
11238363,Rental unit in Toronto · ★4.69 · 1 bedroom · 1 bed · 1 bath,36180226,Mouhanad,,Bay Street Corridor,43.65845,-79.3844,Private room,73,28,36,2016-12-04,0.38,1,364,0,
11239943,Home in Toronto · ★4.82 · Studio · 1 bed · 1 bath,9923100,Ed,,Church-Yonge Corridor,43.66725,-79.38191,Entire home/apt,76,28,83,2023-12-17,0.88,15,252,3,
11244512,Rental unit in North york · ★4.17 · 1 bedroom · 1 bed · 1.5 shared baths,50836566,Maryam,,Parkwoods-Donalda,43.76426,-79.34402,Private room,50,28,6,2020-01-02,0.08,3,0,0,
11244694,Rental unit in Toronto · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,50836566,Maryam,,Parkwoods-Donalda,43.76457,-79.34498,Private room,60,28,31,2021-09-30,0.33,3,0,0,
11253014,Condo in Toronto · ★5.0 · 3 bedrooms · 3 beds · 2 baths,187320,Downtown Suite Living,,Waterfront Communities-The Island,43.64288,-79.38062,Entire home/apt,150,119,19,2020-11-27,0.21,12,123,0,
11260147,Rental unit in Toronto · 1 bedroom · 2 beds · 1 bath,58258712,Ryan,,Mount Pleasant West,43.71284,-79.39275,Entire home/apt,,28,0,,,1,0,0,
11260423,Rental unit in Toronto · ★4.84 · 2 bedrooms · 3 beds · 1 bath,47910679,Luda,,Westminster-Branson,43.77747,-79.45275,Entire home/apt,178,28,32,2019-10-13,0.33,2,152,0,
11261371,Condo in Toronto · ★4.90 · 2 bedrooms · 1 bed · 1 shared bath,51662812,Vinesh,,Waterfront Communities-The Island,43.64277,-79.39148,Private room,150,28,20,2023-10-08,0.22,1,362,11,STR-2306-FFTDVP
11271448,Home in Toronto · 1 bedroom · 1 bed · 1 shared bath,58851850,Holly,,Clanton Park,43.74189,-79.43818,Private room,115,90,1,2016-08-30,0.01,3,177,0,
11297662,Rental unit in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 bath,56755710,Stevie,,Niagara,43.63748,-79.41125,Entire home/apt,,28,14,2016-09-29,0.15,1,0,0,
11301966,Rental unit in Toronto · 1 bedroom · 1 bed · 1 bath,28429454,Amos,,Wychwood,43.68264,-79.42273,Private room,,28,0,,,1,0,0,
11313499,Condo in Toronto · ★4.71 · Studio · 2 beds · 1 bath,20185762,N,,Niagara,43.6428,-79.40269,Entire home/apt,115,150,17,2022-04-30,0.18,1,81,0,
11317966,Rental unit in Toronto · ★4.33 · 1 bedroom · 1 bed · 1 bath,35916727,Mike,,Bay Street Corridor,43.64855,-79.38001,Entire home/apt,,28,3,2017-10-22,0.04,1,0,0,
11322792,Rental unit in Toronto · ★4.97 · 1 bedroom · 1 bed · 1 bath,1017559,Darius,,Trinity-Bellwoods,43.6487686,-79.42190889999999,Entire home/apt,140,5,229,2023-12-23,2.47,1,164,15,STR-2105-GTHKVH
11324869,Townhouse in Etobicoke · ★4.77 · 1 bedroom · 2 beds · 1 private bath,181797,Victoria,,Mimico (includes Humber Bay Shores),43.62275,-79.48667,Private room,125,28,222,2023-12-22,2.33,1,38,17,STR-2012-FKZBHB
11351012,Condo in Toronto · ★4.86 · 3 bedrooms · 3 beds · 2 baths,59245722,Lynn,,Willowdale East,43.77537,-79.41364,Entire home/apt,120,180,21,2020-08-22,0.27,1,219,0,
11356374,Rental unit in Toronto · 1 bedroom · 1 bed · 1 bath,59481157,Steven,,Mount Pleasant West,43.70138,-79.39551,Entire home/apt,,28,0,,,1,0,0,
11363128,Home in Toronto · 1 bedroom · 2 beds · 1 shared bath,59535195,Josey,,Stonegate-Queensway,43.62615,-79.51394,Shared room,,28,0,,,1,0,0,
11372070,Rental unit in Toronto · ★5.0 · 2 bedrooms · 2 beds · 1 bath,30718176,Sofia,,Niagara,43.64315,-79.40247,Entire home/apt,,28,10,2016-09-24,0.11,1,0,0,
11372814,Condo in Toronto · 2 bedrooms · 2 beds · 1 bath,42159992,Jinyi,,Waterfront Communities-The Island,43.64017,-79.39643,Entire home/apt,,28,0,,,1,0,0,
11376846,Condo in Toronto · ★4.73 · 1 bedroom · 1 bed · 1 bath,6896791,Luis,,Niagara,43.63718,-79.40469,Entire home/apt,,60,15,2021-03-01,0.17,1,0,0,
11383887,Home in Toronto · ★4.93 · 1 bedroom · 1 bed · 1.5 shared baths,50769016,Jane,,Willowdale East,43.77885,-79.39594,Private room,169,28,14,2019-07-31,0.15,3,364,0,STR-2011-GCQKVF
11391372,Home in Toronto · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,59749138,Lynn,,Playter Estates-Danforth,43.67936,-79.35241,Private room,66,3,43,2023-12-10,0.47,2,270,13,STR-2012-HHXVHJ
11421527,Rental unit in Toronto · 1 bedroom · 1 bed · 1 bath,59919108,Arthur,,Waterfront Communities-The Island,43.64056,-79.38218,Entire home/apt,,28,1,2016-02-24,0.01,1,0,0,
11427629,Rental unit in Toronto · ★4.67 · 1 bedroom · 1 bed · 1 bath,43191204,Tristan,,Waterfront Communities-The Island,43.64296,-79.37135,Entire home/apt,,28,6,2016-10-08,0.07,1,0,0,
11431453,Rental unit in Toronto · ★4.66 · 1 bedroom · 1 bed · 1 bath,26753094,Keir,,Church-Yonge Corridor,43.66202,-79.38025,Entire home/apt,70,30,321,2023-04-01,3.36,7,239,2,
11433372,Guest suite in Toronto · ★4.82 · 1 bedroom · 1 bed · 1 bath,4041484,Eva&Mattia,,Trinity-Bellwoods,43.64724,-79.41037,Entire home/apt,65,29,51,2018-06-05,0.55,1,269,0,
11438453,Condo in Toronto · ★4.91 · Studio · 1 bed · 1 bath,17429756,Ranxia,,Yonge-Eglinton,43.70711,-79.4016,Entire home/apt,100,90,97,2023-12-23,1.02,2,292,2,STR-2009-GBCKPD
11443229,Rental unit in Toronto · Studio · 1 bed · 1 bath,60151016,Juliana,,Church-Yonge Corridor,43.67108,-79.38271,Entire home/apt,,28,2,2016-03-17,0.02,1,0,0,
11460693,Condo in Toronto · ★5.0 · 2 bedrooms · 2 beds · 1 bath,60143656,Frank,,Willowdale West,43.77858,-79.41564,Entire home/apt,120,30,6,2023-01-03,0.19,1,184,0,
11467221,Condo in Toronto · 2 bedrooms · 2 beds · 2 baths,545074,Sohail,,Woburn,43.78057,-79.24808,Entire home/apt,,28,1,2016-09-04,0.01,2,0,0,
11475875,Rental unit in Toronto · 1 bedroom · 1 bed · 1 bath,60387068,Meven,,Mount Pleasant East,43.71023,-79.38512,Private room,,28,0,,,1,0,0,
11506531,Rental unit in Toronto · ★4.88 · 1 bedroom · 2 beds · 1 bath,24865440,Adrian,,Birchcliffe-Cliffside,43.6937,-79.26652,Entire home/apt,,28,32,2018-10-10,0.43,1,0,0,
11514238,Rental unit in Toronto · 1 bedroom · 1 bed · 1 bath,60683865,Mehran,,Bay Street Corridor,43.66995,-79.38743,Private room,,28,0,,,1,0,0,
11522091,Loft in Toronto · 1 bedroom · 2 beds · 1.5 baths,48165284,Carol,,Yonge-St.Clair,43.68626,-79.39868,Private room,,28,0,,,1,0,0,
11528381,Rental unit in Toronto · 2 bedrooms · 3 beds · 2 baths,38923473,Cristiano,,Bathurst Manor,43.75413,-79.44901,Entire home/apt,,28,0,,,1,0,0,
11545886,Rental unit in Toronto · Studio · 1 bed · 1 bath,9737179,Rachel,,Church-Yonge Corridor,43.66723,-79.38425,Entire home/apt,,28,0,,,1,0,0,
11564054,Condo in Toronto · 1 bedroom · 1 bed · 1 bath,58064419,Salma,,Waterfront Communities-The Island,43.64098,-79.38351,Entire home/apt,100,28,2,2016-12-14,0.02,1,87,0,
11573968,Guest suite in Toronto · ★4.79 · 1 bedroom · 4 beds · 1 bath,47858,Vanessa,,Greenwood-Coxwell,43.6781288968016,-79.3263279280246,Entire home/apt,120,14,14,2024-01-02,1.22,1,179,14,STR-2202-GHMKVF
11575466,Rental unit in Toronto · ★4.87 · 1 bedroom · 1 bed · 1 bath,32542633,Drake,,Palmerston-Little Italy,43.65809,-79.41347,Entire home/apt,100,90,180,2023-03-26,1.90,2,95,1,
11591486,Rental unit in Toronto · 1 bedroom · 2 beds · 1 bath,18087577,Moe,,Willowdale East,43.7771,-79.41321,Entire home/apt,,28,1,2016-05-20,0.01,1,0,0,
11592311,Rental unit in Toronto · 1 bedroom · 1 bed · 1 bath,61100147,Chelsea,,Waterfront Communities-The Island,43.6418,-79.37807,Private room,,28,1,2016-03-24,0.01,1,0,0,
11594529,Condo in Toronto · ★4.66 · 1 bedroom · 2 beds · 1 bath,7476559,Nicholas,,Waterfront Communities-The Island,43.64309,-79.38334,Entire home/apt,149,28,126,2022-11-30,1.32,2,79,0,STR-2101-HBVKVJ
11605307,Rental unit in Toronto · 1 bedroom · 2 beds · 1 bath,37614987,Jen,,Little Portugal,43.64166,-79.42264,Entire home/apt,,28,0,,,1,0,0,
11623936,Condo in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 bath,61541880,Kachikwu,,Waterfront Communities-The Island,43.64376,-79.3815,Entire home/apt,,28,5,2016-04-13,0.05,1,0,0,
11624771,Home in Toronto · ★4.82 · 1 bedroom · 1 bed · 2 shared baths,61574112,Borana,,Oakwood Village,43.68229,-79.4373,Private room,45,28,33,2020-04-02,0.35,4,0,0,STR-2010-FZJKPD
11625716,Rental unit in Toronto · 1 bedroom · 1 bed · 1 bath,61583158,Han,,Waterfront Communities-The Island,43.64233,-79.39222,Private room,500,28,1,2016-09-17,0.01,1,0,0,
11635646,Condo in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 bath,44079488,Julia,,Waterfront Communities-The Island,43.64109,-79.39673,Entire home/apt,,28,6,2016-04-30,0.06,1,0,0,
11648181,Rental unit in Toronto · ★4.98 · 1 bedroom · 1 bed · 1 bath,3510222,Olya,,Waterfront Communities-The Island,43.64976,-79.38712,Entire home/apt,90,28,368,2023-12-11,3.87,1,157,7,
11656333,Home in Toronto · 1 bedroom · 1 bed · 1 bath,5845313,Catherine,,Dovercourt-Wallace Emerson-Junction,43.66057,-79.43333,Entire home/apt,90,28,0,,,4,0,0,
11659485,Home in Toronto · 1 bedroom · 1 bed · 1 bath,9956811,Erica,,Mount Dennis,43.69014,-79.49619,Private room,120,30,0,,,11,0,0,
11674218,Condo in Toronto · ★4.83 · 1 bedroom · 1 bed · 1 private bath,52080589,Lince,,Pleasant View,43.77556,-79.33284,Private room,100,360,6,2017-10-02,0.07,1,363,0,
11675421,Home in Toronto · ★4.67 · 1 bedroom · 2 beds · 1 bath,30654608,David,,Dufferin Grove,43.65898,-79.4337,Entire home/apt,67,28,247,2023-01-11,2.62,13,37,1,
11676949,Home in Toronto · ★4.90 · 2 bedrooms · 2 beds · 1 bath,776545,Donna,,Casa Loma,43.67464,-79.41395,Entire home/apt,150,28,101,2023-10-23,1.10,1,219,22,STR-2011-HSXRVL
11678924,Rental unit in Toronto · ★4.71 · 1 bedroom · 1 bed · 1 bath,25710991,Roman,,Waterfront Communities-The Island,43.64157,-79.38324,Entire home/apt,200,28,7,2016-09-26,0.08,1,0,0,
11680705,Condo in Toronto · 1 bedroom · 1 bed · 1 bath,61404130,Denis,,Waterfront Communities-The Island,43.64205,-79.38123,Entire home/apt,,28,0,,,1,0,0,
11690168,Condo in Toronto  · ★4.75 · 1 bedroom · 1 bed · 1 bath,62110509,Mustafa,,Mimico (includes Humber Bay Shores),43.62985,-79.47483,Entire home/apt,,28,8,2016-08-14,0.09,1,0,0,
11698563,Rental unit in Toronto · ★4.89 · 1 bedroom · 1 bed · 1 private bath,8097511,Jessica,,Waterfront Communities-The Island,43.63849,-79.39951,Private room,,28,35,2017-05-05,0.37,1,0,0,
